"","x"
"2140","10"
"2141","6"
"2142","2"
"2143","0"
"2144","0"
"2145","0"
"2146","0"
"2147","5"
"2148","0"
"2149","3"
"2150","0"
"2151","4"
"2152","3"
"2153","4"
"2154","15"
"2155","5"
"2156","2"
"2157","0"
"2158","4"
"2159","3"
"2160","4"
"2161","0"
"2162","0"
"2163","4"
"2164","5"
"2165","9"
"2166","6"
"2167","1"
"2168","8"
"2169","0"
"2170","0"
"2171","0"
"2172","0"
"2173","4"
"2174","0"
"2175","6"
"2176","0"
"2177","2"
"2178","0"
"2179","8"
"2180","5"
"2181","0"
"2182","8"
"2183","2"
"2184","7"
"2185","0"
"2186","0"
"2187","4"
"2188","6"
"2189","0"
"2190","3"
"2191","11"
"2192","1"
"2193","7"
"2194","4"
"2195","3"
"2196","8"
"2197","9"
"2198","0"
"2199","3"
"2200","0"
"2201","14"
"2202","13"
"2203","0"
"2204","13"
"2205","0"
"2206","4"
"2207","0"
"2208","14"
"2209","10"
"2210","0"
"2211","0"
"2212","1"
"2213","0"
"2214","4"
"2215","9"
"2216","8"
"2217","13"
"2218","0"
"2219","8"
"2220","0"
"2221","0"
"2222","0"
"2223","6"
"2224","0"
"2225","10"
"2226","4"
"2227","0"
"2228","9"
"2229","3"
"2230","0"
"2231","2"
"2232","4"
"2233","0"
"2234","0"
"2235","5"
"2236","12"
"2237","0"
"2238","3"
"2239","0"
"2240","0"
"2241","11"
"2242","4"
"2243","0"
"2244","7"
"2245","3"
"2246","9"
"2247","6"
"2248","1"
"2249","0"
"2250","0"
"2251","4"
"2252","0"
"2253","2"
"2254","6"
"2255","0"
"2256","13"
"2257","10"
"2258","0"
"2259","3"
"2260","2"
"2261","0"
"2262","0"
"2263","0"
"2264","4"
"2265","0"
"2266","12"
"2267","6"
"2268","0"
"2269","9"
"2270","5"
"2271","10"
"2272","0"
"2273","0"
"2274","4"
"2275","7"
"2276","3"
"2277","14"
"2278","8"
"2279","2"
"2280","4"
"2281","6"
"2282","14"
"2283","11"
"2284","0"
"2285","2"
"2286","3"
"2287","5"
"2288","8"
"2289","8"
"2290","8"
"2291","3"
"2292","8"
"2293","3"
"2294","13"
"2295","0"
"2296","0"
"2297","0"
"2298","0"
"2299","6"
"2300","3"
"2301","4"
"2302","4"
"2303","5"
"2304","0"
"2305","15"
"2306","0"
"2307","0"
"2308","2"
"2309","15"
"2310","9"
"2311","0"
"2312","13"
"2313","6"
"2314","0"
"2315","0"
"2316","3"
"2317","0"
"2318","3"
"2319","8"
"2320","0"
"2321","2"
"2322","13"
"2323","3"
"2324","10"
"2325","1"
"2326","0"
"2327","3"
"2328","2"
"2329","3"
"2330","0"
"2331","3"
"2332","0"
"2333","3"
"2334","9"
"2335","6"
"2336","2"
"2337","3"
"2338","11"
"2339","0"
"2340","0"
"2341","2"
"2342","2"
"2343","0"
"2344","0"
"2345","0"
"2346","2"
"2347","0"
"2348","4"
"2349","3"
"2350","0"
"2351","9"
"2352","9"
"2353","0"
"2354","0"
"2355","0"
"2356","7"
"2357","4"
"2358","7"
"2359","5"
"2360","7"
"2361","0"
"2362","6"
"2363","9"
"2364","0"
"2365","0"
"2366","6"
"2367","11"
"2368","6"
"2369","6"
"2370","10"
"2371","3"
"2372","5"
"2373","0"
"2374","6"
"2375","8"
"2376","9"
"2377","3"
"2378","6"
"2379","7"
"2380","8"
"2381","2"
"2382","2"
"2383","3"
"2384","0"
"2385","0"
"2386","13"
"2387","0"
"2388","10"
"2389","10"
"2390","5"
"2391","6"
"2392","0"
"2393","12"
"2394","1"
"2395","4"
"2396","2"
"2397","0"
"2398","0"
"2399","4"
"2400","5"
"2401","3"
"2402","14"
"2403","8"
"2404","5"
"2405","14"
"2406","3"
"2407","9"
"2408","3"
"2409","6"
"2410","10"
"2411","2"
"2412","0"
"2413","5"
"2414","6"
"2415","3"
"2416","14"
"2417","8"
"2418","3"
"2419","0"
"2420","2"
"2421","0"
"2422","2"
"2423","3"
"2424","0"
"2425","4"
"2426","0"
"2427","14"
"2428","3"
"2429","3"
"2430","7"
"2431","0"
"2432","3"
"2433","0"
"2434","4"
"2435","12"
"2436","0"
"2437","1"
"2438","5"
"2439","0"
"2440","3"
"2441","15"
"2442","0"
"2443","0"
"2444","4"
"2445","0"
"2446","10"
"2447","4"
"2448","0"
"2449","6"
"2450","0"
"2451","0"
"2452","8"
"2453","10"
"2454","0"
"2455","0"
"2456","0"
"2457","8"
"2458","5"
"2459","0"
"2460","0"
"2461","0"
"2462","14"
"2463","6"
"2464","0"
"2465","4"
"2466","0"
"2467","2"
"2468","0"
"2469","14"
"2470","4"
"2471","10"
"2472","3"
"2473","6"
"2474","4"
"2475","1"
"2476","0"
"2477","9"
"2478","4"
"2479","3"
"2480","2"
"2481","6"
"2482","0"
"2483","8"
"2484","6"
"2485","7"
"2486","8"
"2487","0"
"2488","12"
"2489","0"
"2490","4"
"2491","6"
"2492","13"
"2493","4"
"2494","8"
"2495","5"
"2496","6"
"2497","2"
"2498","10"
"2499","0"
"2500","0"
"2501","2"
"2502","6"
"2503","4"
"2504","0"
"2505","0"
"2506","2"
"2507","6"
"2508","6"
"2509","4"
"2510","0"
"2511","10"
"2512","5"
"2513","0"
"2514","11"
"2515","0"
"2516","0"
"2517","0"
"2518","0"
"2519","11"
"2520","8"
"2521","0"
"2522","0"
"2523","0"
"2524","9"
"2525","3"
"2526","7"
"2527","10"
"2528","0"
"2529","0"
"2530","0"
"2531","0"
"2532","0"
"2533","6"
"2534","3"
"2535","3"
"2536","3"
"2537","0"
"2538","8"
"2539","4"
"2540","0"
"2541","0"
"2542","8"
"2543","9"
"2544","12"
"2545","10"
"2546","0"
"2547","4"
"2548","11"
"2549","12"
"2550","3"
"2551","8"
"2552","14"
"2553","0"
"2554","4"
"2555","0"
"2556","4"
"2557","4"
"2558","6"
"2559","5"
"2560","3"
"2561","4"
"2562","9"
"2563","0"
"2564","0"
"2565","4"
"2566","0"
"2567","2"
"2568","6"
"2569","2"
"2570","0"
"2571","8"
"2572","8"
"2573","0"
"2574","5"
"2575","8"
"2576","1"
"2577","7"
"2578","4"
"2579","1"
"2580","13"
"2581","0"
"2582","3"
"2583","4"
"2584","8"
"2585","0"
"2586","5"
"2587","9"
"2588","13"
"2589","0"
"2590","0"
"2591","0"
"2592","0"
"2593","2"
"2594","4"
"2595","5"
"2596","8"
"2597","4"
"2598","3"
"2599","4"
"2600","4"
"2601","0"
"2602","0"
"2603","10"
"2604","0"
"2605","0"
"2606","6"
"2607","0"
"2608","12"
"2609","1"
"2610","3"
"2611","7"
"2612","0"
"2613","11"
"2614","2"
"2615","6"
"2616","0"
"2617","0"
"2618","3"
"2619","6"
"2620","3"
"2621","2"
"2622","11"
"2623","5"
"2624","0"
"2625","4"
"2626","0"
"2627","3"
"2628","7"
"2629","11"
"2630","7"
"2631","4"
"2632","0"
"2633","0"
"2634","2"
"2635","0"
"2636","0"
"2637","0"
"2638","0"
"2639","0"
"2640","0"
"2641","0"
"2642","0"
"2643","13"
"2644","6"
"2645","0"
"2646","10"
"2647","4"
"2648","11"
"2649","0"
"2650","0"
"2651","3"
"2652","3"
"2653","0"
"2654","3"
"2655","10"
"2656","10"
"2657","4"
"2658","0"
"2659","0"
"2660","5"
"2661","0"
"2662","10"
"2663","2"
"2664","6"
"2665","0"
"2666","0"
"2667","0"
"2668","0"
"2669","11"
"2670","0"
"2671","3"
"2672","10"
"2673","0"
"2674","11"
"2675","3"
"2676","10"
"2677","7"
"2678","0"
"2679","10"
"2680","3"
"2681","10"
"2682","6"
"2683","0"
"2684","0"
"2685","0"
"2686","6"
"2687","2"
"2688","0"
"2689","0"
"2690","0"
"2691","4"
"2692","10"
"2693","3"
"2694","0"
"2695","9"
"2696","0"
"2697","1"
"2698","1"
"2699","0"
"2700","6"
"2701","0"
"2702","0"
"2703","0"
"2704","3"
"2705","0"
"2706","7"
"2707","4"
"2708","0"
"2709","3"
"2710","14"
"2711","0"
"2712","0"
"2713","10"
"2714","11"
"2715","8"
"2716","12"
"2717","6"
"2718","10"
"2719","0"
"2720","4"
"2721","14"
"2722","6"
"2723","3"
"2724","0"
"2725","7"
"2726","3"
"2727","0"
"2728","4"
"2729","0"
"2730","0"
"2731","14"
"2732","3"
"2733","0"
"2734","0"
"2735","0"
"2736","1"
"2737","0"
"2738","0"
"2739","3"
"2740","0"
"2741","2"
"2742","0"
"2743","4"
"2744","3"
"2745","0"
"2746","0"
"2747","3"
"2748","6"
"2749","4"
"2750","0"
"2751","0"
"2752","7"
"2753","13"
"2754","0"
"2755","2"
"2756","4"
"2757","0"
"2758","8"
"2759","12"
"2760","0"
"2761","2"
"2762","5"
"2763","11"
"2764","14"
"2765","13"
"2766","0"
"2767","0"
"2768","2"
"2769","5"
"2770","0"
"2771","2"
"2772","3"
"2773","6"
"2774","11"
"2775","10"
"2776","0"
"2777","14"
"2778","10"
"2779","0"
"2780","2"
"2781","11"
"2782","0"
"2783","0"
"2784","0"
"2785","7"
"2786","3"
"2787","3"
"2788","0"
"2789","12"
"2790","6"
"2791","0"
"2792","1"
"2793","8"
"2794","13"
"2795","0"
"2796","10"
"2797","3"
"2798","10"
"2799","11"
"2800","0"
"2801","4"
"2802","5"
"2803","0"
"2804","4"
"2805","1"
"2806","2"
"2807","0"
"2808","8"
"2809","6"
"2810","10"
"2811","10"
"2812","4"
"2813","0"
"2814","10"
"2815","0"
"2816","3"
"2817","0"
"2818","4"
"2819","11"
"2820","6"
"2821","0"
"2822","7"
"2823","0"
"2824","0"
"2825","2"
"2826","0"
"2827","0"
"2828","0"
"2829","9"
"2830","0"
"2831","3"
"2832","0"
"2833","3"
"2834","0"
"2835","10"
"2836","2"
"2837","0"
"2838","0"
"2839","3"
"2840","8"
"2841","6"
"2842","4"
"2843","0"
"2844","0"
"2845","6"
"2846","10"
"2847","0"
"2848","10"
"2849","0"
"2850","6"
"2851","10"
"2852","5"
"2853","14"
"2854","0"
"2855","8"
"2856","3"
"2857","5"
"2858","7"
"2859","0"
"2860","8"
"2861","8"
"2862","0"
"2863","3"
"2864","11"
"2865","5"
"2866","0"
"2867","0"
"2868","0"
"2869","0"
"2870","6"
"2871","14"
"2872","11"
"2873","15"
"2874","3"
"2875","12"
"2876","0"
"2877","11"
"2878","4"
"2879","10"
"2880","8"
"2881","7"
"2882","8"
"2883","3"
"2884","10"
"2885","2"
"2886","3"
"2887","15"
"2888","4"
"2889","0"
"2890","12"
"2891","4"
"2892","0"
"2893","10"
"2894","15"
"2895","11"
"2896","8"
"2897","0"
"2898","3"
"2899","11"
"2900","0"
"2901","0"
"2902","0"
"2903","3"
"2904","4"
"2905","0"
"2906","2"
"2907","0"
"2908","10"
"2909","0"
"2910","7"
"2911","0"
"2912","4"
"2913","15"
"2914","1"
"2915","0"
"2916","6"
"2917","10"
"2918","0"
"2919","13"
"2920","14"
"2921","2"
"2922","0"
"2923","8"
"2924","8"
"2925","3"
"2926","4"
"2927","3"
"2928","12"
"2929","0"
"2930","3"
"2931","0"
"2932","0"
"2933","0"
"2934","0"
"2935","2"
"2936","3"
"2937","2"
"2938","8"
"2939","10"
"2940","6"
"2941","2"
"2942","3"
"2943","0"
"2944","0"
"2945","0"
"2946","0"
"2947","8"
"2948","0"
"2949","6"
"2950","10"
"2951","0"
"2952","3"
"2953","8"
"2954","6"
"2955","7"
"2956","1"
"2957","3"
"2958","4"
"2959","0"
"2960","0"
"2961","0"
"2962","0"
"2963","7"
"2964","4"
"2965","7"
"2966","6"
"2967","0"
"2968","0"
"2969","0"
"2970","1"
"2971","4"
"2972","10"
"2973","0"
"2974","4"
"2975","10"
"2976","0"
"2977","0"
"2978","8"
"2979","15"
"2980","0"
"2981","0"
"2982","3"
"2983","5"
"2984","0"
"2985","0"
"2986","0"
"2987","15"
"2988","12"
"2989","8"
"2990","10"
"2991","5"
"2992","0"
"2993","1"
"2994","0"
"2995","6"
"2996","10"
"2997","3"
"2998","5"
"2999","1"
"3000","3"
"3001","0"
"3002","3"
"3003","3"
"3004","5"
"3005","0"
"3006","14"
"3007","0"
"3008","13"
"3009","11"
"3010","0"
"3011","8"
"3012","0"
"3013","2"
"3014","2"
"3015","0"
"3016","0"
"3017","4"
"3018","3"
"3019","4"
"3020","0"
"3021","14"
"3022","3"
"3023","0"
"3024","14"
"3025","4"
"3026","4"
"3027","4"
"3028","5"
"3029","0"
"3030","3"
"3031","0"
"3032","7"
"3033","5"
"3034","7"
"3035","10"
"3036","0"
"3037","9"
"3038","0"
"3039","15"
"3040","2"
"3041","0"
"3042","3"
"3043","11"
"3044","4"
"3045","0"
"3046","0"
"3047","6"
"3048","7"
"3049","0"
"3050","11"
"3051","4"
"3052","8"
"3053","8"
"3054","12"
"3055","5"
"3056","0"
"3057","0"
"3058","7"
"3059","2"
"3060","15"
"3061","0"
"3062","0"
"3063","15"
"3064","4"
"3065","1"
"3066","0"
"3067","3"
"3068","0"
"3069","0"
"3070","13"
"3071","0"
"3072","4"
"3073","3"
"3074","0"
"3075","5"
"3076","3"
"3077","2"
"3078","10"
"3079","1"
"3080","13"
"3081","0"
"3082","0"
"3083","6"
"3084","10"
"3085","0"
"3086","5"
"3087","6"
"3088","11"
"3089","0"
"3090","2"
"3091","6"
"3092","4"
"3093","0"
"3094","14"
"3095","0"
"3096","6"
"3097","1"
"3098","0"
"3099","14"
"3100","6"
"3101","3"
"3102","11"
"3103","14"
"3104","0"
"3105","0"
"3106","6"
"3107","0"
"3108","11"
"3109","4"
"3110","0"
"3111","2"
"3112","6"
"3113","0"
"3114","3"
"3115","6"
"3116","0"
"3117","0"
"3118","0"
"3119","8"
"3120","6"
"3121","0"
"3122","0"
"3123","3"
"3124","8"
"3125","3"
"3126","0"
"3127","0"
"3128","0"
"3129","11"
"3130","0"
"3131","2"
"3132","4"
"3133","0"
"3134","1"
"3135","0"
"3136","11"
"3137","0"
"3138","2"
"3139","4"
"3140","9"
"3141","3"
"3142","0"
"3143","0"
"3144","4"
"3145","3"
"3146","0"
"3147","0"
"3148","0"
"3149","2"
"3150","5"
"3151","10"
"3152","11"
"3153","7"
"3154","9"
"3155","9"
"3156","0"
"3157","4"
"3158","0"
"3159","10"
"3160","0"
"3161","0"
"3162","4"
"3163","0"
"3164","0"
"3165","10"
"3166","0"
"3167","4"
"3168","13"
"3169","3"
"3170","0"
"3171","1"
"3172","0"
"3173","1"
"3174","2"
"3175","0"
"3176","9"
"3177","1"
"3178","0"
"3179","0"
"3180","0"
"3181","6"
"3182","3"
"3183","3"
"3184","0"
"3185","0"
"3186","0"
"3187","4"
"3188","3"
"3189","9"
"3190","7"
"3191","0"
"3192","0"
"3193","0"
"3194","0"
"3195","3"
"3196","11"
"3197","0"
"3198","2"
"3199","4"
"3200","0"
"3201","11"
"3202","0"
"3203","0"
"3204","15"
"3205","6"
"3206","3"
"3207","11"
"3208","6"
"3209","0"
"3210","0"
"3211","0"
"3212","2"
"3213","2"
"3214","1"
"3215","0"
"3216","0"
"3217","10"
"3218","2"
"3219","6"
"3220","10"
"3221","4"
"3222","0"
"3223","0"
"3224","12"
"3225","11"
"3226","8"
"3227","10"
"3228","4"
"3229","1"
"3230","0"
"3231","2"
"3232","1"
"3233","4"
"3234","8"
"3235","8"
"3236","6"
"3237","3"
"3238","0"
"3239","0"
"3240","3"
"3241","5"
"3242","3"
"3243","8"
"3244","0"
"3245","4"
"3246","0"
"3247","4"
"3248","0"
"3249","2"
"3250","0"
"3251","0"
"3252","0"
"3253","4"
"3254","7"
"3255","1"
"3256","2"
"3257","4"
"3258","2"
"3259","4"
"3260","8"
"3261","6"
"3262","7"
"3263","5"
"3264","0"
"3265","4"
"3266","4"
"3267","0"
"3268","6"
"3269","2"
"3270","0"
"3271","0"
"3272","0"
"3273","12"
"3274","11"
"3275","6"
"3276","0"
"3277","0"
"3278","4"
"3279","4"
"3280","7"
"3281","4"
"3282","10"
"3283","0"
"3284","0"
"3285","4"
"3286","10"
"3287","4"
"3288","4"
"3289","3"
"3290","8"
"3291","0"
"3292","1"
"3293","0"
"3294","11"
"3295","4"
"3296","2"
"3297","0"
"3298","8"
"3299","10"
"3300","2"
"3301","7"
"3302","0"
"3303","6"
"3304","10"
"3305","10"
"3306","11"
"3307","4"
"3308","0"
"3309","0"
"3310","0"
"3311","3"
"3312","0"
"3313","0"
"3314","0"
"3315","11"
"3316","2"
"3317","5"
"3318","4"
"3319","0"
"3320","4"
"3321","2"
"3322","0"
"3323","0"
"3324","0"
"3325","4"
"3326","15"
"3327","0"
"3328","10"
"3329","3"
"3330","4"
"3331","0"
"3332","3"
"3333","8"
"3334","7"
"3335","5"
"3336","4"
"3337","3"
"3338","2"
"3339","0"
"3340","4"
"3341","0"
"3342","3"
"3343","6"
"3344","0"
"3345","0"
"3346","10"
"3347","0"
"3348","11"
"3349","10"
"3350","6"
"3351","3"
"3352","4"
"3353","15"
"3354","5"
"3355","0"
"3356","14"
"3357","8"
"3358","0"
"3359","3"
"3360","2"
"3361","7"
"3362","0"
"3363","9"
"3364","0"
"3365","4"
"3366","0"
"3367","0"
"3368","14"
"3369","11"
"3370","3"
"3371","0"
"3372","15"
"3373","0"
"3374","0"
"3375","11"
"3376","10"
"3377","2"
"3378","4"
"3379","14"
"3380","1"
"3381","8"
"3382","13"
"3383","3"
"3384","0"
"3385","12"
"3386","12"
"3387","2"
"3388","8"
"3389","14"
"3390","4"
"3391","6"
"3392","6"
"3393","4"
"3394","1"
"3395","2"
"3396","3"
"3397","0"
"3398","10"
"3399","10"
"3400","4"
"3401","0"
"3402","4"
"3403","2"
"3404","0"
"3405","5"
"3406","4"
"3407","11"
"3408","9"
"3409","14"
"3410","3"
"3411","11"
"3412","0"
"3413","0"
"3414","11"
"3415","11"
"3416","0"
"3417","0"
"3418","3"
"3419","3"
"3420","0"
"3421","0"
"3422","0"
"3423","2"
"3424","0"
"3425","1"
"3426","2"
"3427","0"
"3428","1"
"3429","10"
"3430","1"
"3431","11"
"3432","2"
"3433","10"
"3434","12"
"3435","7"
"3436","5"
"3437","2"
"3438","0"
"3439","0"
"3440","12"
"3441","9"
"3442","1"
"3443","4"
"3444","4"
"3445","3"
"3446","0"
"3447","1"
"3448","1"
"3449","1"
"3450","1"
"3451","0"
"3452","0"
"3453","5"
"3454","1"
"3455","0"
"3456","0"
"3457","5"
"3458","0"
"3459","6"
"3460","0"
"3461","0"
"3462","10"
"3463","1"
"3464","1"
"3465","2"
"3466","2"
"3467","1"
"3468","9"
"3469","1"
"3470","9"
"3471","11"
"3472","0"
"3473","12"
"3474","5"
"3475","2"
"3476","11"
"3477","1"
"3478","2"
"3479","1"
"3480","1"
"3481","9"
"3482","1"
"3483","1"
"3484","1"
"3485","1"
"3486","5"
"3487","0"
"3488","1"
"3489","0"
"3490","3"
"3491","5"
"3492","0"
"3493","8"
"3494","6"
"3495","8"
"3496","9"
"3497","0"
"3498","7"
"3499","1"
"3500","5"
"3501","12"
"3502","1"
"3503","5"
"3504","1"
"3505","15"
"3506","1"
"3507","0"
"3508","5"
"3509","3"
"3510","1"
"3511","9"
"3512","1"
"3513","1"
"3514","1"
"3515","0"
"3516","8"
"3517","5"
"3518","7"
"3519","1"
"3520","1"
"3521","5"
"3522","0"
"3523","10"
"3524","1"
"3525","0"
"3526","13"
"3527","0"
"3528","2"
"3529","2"
"3530","1"
"3531","0"
"3532","0"
"3533","1"
"3534","9"
"3535","1"
"3536","2"
"3537","0"
"3538","4"
"3539","2"
"3540","7"
"3541","2"
"3542","0"
"3543","0"
"3544","0"
"3545","12"
"3546","0"
"3547","1"
"3548","0"
"3549","5"
"3550","1"
"3551","1"
"3552","8"
"3553","12"
"3554","6"
"3555","3"
"3556","1"
"3557","7"
"3558","6"
"3559","15"
"3560","8"
"3561","1"
"3562","0"
"3563","0"
"3564","11"
"3565","1"
"3566","0"
"3567","1"
"3568","0"
"3569","2"
"3570","0"
"3571","0"
"3572","1"
"3573","0"
"3574","1"
"3575","4"
"3576","7"
"3577","4"
"3578","9"
"3579","1"
"3580","5"
"3581","10"
"3582","10"
"3583","1"
"3584","1"
"3585","12"
"3586","0"
"3587","8"
"3588","12"
"3589","1"
"3590","1"
"3591","5"
"3592","7"
"3593","0"
"3594","0"
"3595","2"
"3596","11"
"3597","0"
"3598","1"
"3599","4"
"3600","0"
"3601","2"
"3602","0"
"3603","1"
"3604","0"
"3605","9"
"3606","2"
"3607","2"
"3608","1"
"3609","0"
"3610","0"
"3611","1"
"3612","1"
"3613","1"
"3614","0"
"3615","9"
"3616","7"
"3617","0"
"3618","2"
"3619","0"
"3620","2"
"3621","1"
"3622","0"
"3623","2"
"3624","0"
"3625","0"
"3626","12"
"3627","9"
"3628","1"
"3629","2"
"3630","3"
"3631","0"
"3632","1"
"3633","10"
"3634","1"
"3635","14"
"3636","9"
"3637","1"
"3638","1"
"3639","2"
"3640","0"
"3641","7"
"3642","0"
"3643","5"
"3644","0"
"3645","10"
"3646","1"
"3647","1"
"3648","2"
"3649","2"
"3650","2"
"3651","1"
"3652","2"
"3653","5"
"3654","1"
"3655","10"
"3656","9"
"3657","0"
"3658","0"
"3659","9"
"3660","7"
"3661","2"
"3662","0"
"3663","8"
"3664","2"
"3665","1"
"3666","10"
"3667","5"
"3668","1"
"3669","12"
"3670","0"
"3671","1"
"3672","1"
"3673","1"
"3674","0"
"3675","6"
"3676","0"
"3677","1"
"3678","2"
"3679","1"
"3680","1"
"3681","9"
"3682","6"
"3683","1"
"3684","3"
"3685","1"
"3686","2"
"3687","0"
"3688","5"
"3689","1"
"3690","2"
"3691","1"
"3692","1"
"3693","6"
"3694","10"
"3695","5"
"3696","0"
"3697","1"
"3698","1"
"3699","0"
"3700","3"
"3701","5"
"3702","0"
"3703","1"
"3704","0"
"3705","0"
"3706","6"
"3707","6"
"3708","1"
"3709","1"
"3710","11"
"3711","2"
"3712","4"
"3713","9"
"3714","5"
"3715","12"
"3716","1"
"3717","15"
"3718","7"
"3719","2"
"3720","1"
"3721","5"
"3722","0"
"3723","0"
"3724","2"
"3725","2"
"3726","1"
"3727","0"
"3728","9"
"3729","2"
"3730","4"
"3731","5"
"3732","9"
"3733","1"
"3734","0"
"3735","1"
"3736","1"
"3737","3"
"3738","0"
"3739","12"
"3740","3"
"3741","0"
"3742","6"
"3743","0"
"3744","1"
"3745","3"
"3746","13"
"3747","1"
"3748","1"
"3749","2"
"3750","1"
"3751","4"
"3752","11"
"3753","9"
"3754","12"
"3755","1"
"3756","1"
"3757","6"
"3758","1"
"3759","0"
"3760","0"
"3761","1"
"3762","0"
"3763","8"
"3764","0"
"3765","1"
"3766","12"
"3767","8"
"3768","0"
"3769","1"
"3770","7"
"3771","9"
"3772","6"
"3773","12"
"3774","0"
"3775","1"
"3776","1"
"3777","0"
"3778","2"
"3779","4"
"3780","1"
"3781","6"
"3782","2"
"3783","5"
"3784","6"
"3785","1"
"3786","1"
"3787","1"
"3788","2"
"3789","0"
"3790","9"
"3791","2"
"3792","7"
"3793","0"
"3794","0"
"3795","1"
"3796","1"
"3797","1"
"3798","14"
"3799","9"
"3800","1"
"3801","8"
"3802","1"
"3803","2"
"3804","5"
"3805","0"
"3806","5"
"3807","1"
"3808","0"
"3809","0"
"3810","5"
"3811","12"
"3812","9"
"3813","0"
"3814","2"
"3815","0"
"3816","9"
"3817","1"
"3818","14"
"3819","1"
"3820","1"
"3821","1"
"3822","9"
"3823","5"
"3824","0"
"3825","13"
"3826","1"
"3827","5"
"3828","1"
"3829","2"
"3830","2"
"3831","0"
"3832","3"
"3833","1"
"3834","12"
"3835","1"
"3836","1"
"3837","0"
"3838","1"
"3839","2"
"3840","6"
"3841","13"
"3842","4"
"3843","1"
"3844","0"
"3845","9"
"3846","0"
"3847","1"
"3848","0"
"3849","8"
"3850","5"
"3851","6"
"3852","3"
"3853","0"
"3854","1"
"3855","5"
"3856","1"
"3857","2"
"3858","12"
"3859","9"
"3860","0"
"3861","1"
"3862","1"
"3863","0"
"3864","0"
"3865","0"
"3866","1"
"3867","14"
"3868","2"
"3869","0"
"3870","5"
"3871","2"
"3872","5"
"3873","5"
"3874","8"
"3875","0"
"3876","10"
"3877","1"
"3878","11"
"3879","1"
"3880","2"
"3881","5"
"3882","9"
"3883","2"
"3884","9"
"3885","1"
"3886","0"
"3887","2"
"3888","0"
"3889","0"
"3890","10"
"3891","5"
"3892","4"
"3893","0"
"3894","1"
"3895","1"
"3896","5"
"3897","5"
"3898","8"
"3899","4"
"3900","5"
"3901","5"
"3902","7"
"3903","1"
"3904","5"
"3905","0"
"3906","0"
"3907","1"
"3908","6"
"3909","0"
"3910","10"
"3911","2"
"3912","10"
"3913","6"
"3914","1"
"3915","0"
"3916","8"
"3917","5"
"3918","0"
"3919","0"
"3920","0"
"3921","6"
"3922","1"
"3923","12"
"3924","1"
"3925","0"
"3926","2"
"3927","7"
"3928","0"
"3929","6"
"3930","1"
"3931","1"
"3932","7"
"3933","11"
"3934","9"
"3935","0"
"3936","11"
"3937","0"
"3938","5"
"3939","1"
"3940","2"
"3941","10"
"3942","11"
"3943","1"
"3944","7"
"3945","6"
"3946","0"
"3947","4"
"3948","1"
"3949","0"
"3950","7"
"3951","15"
"3952","4"
"3953","5"
"3954","0"
"3955","1"
"3956","1"
"3957","1"
"3958","9"
"3959","1"
"3960","1"
"3961","0"
"3962","9"
"3963","1"
"3964","9"
"3965","0"
"3966","9"
"3967","11"
"3968","1"
"3969","0"
"3970","0"
"3971","2"
"3972","7"
"3973","1"
"3974","1"
"3975","5"
"3976","0"
"3977","1"
"3978","1"
"3979","3"
"3980","7"
"3981","7"
"3982","1"
"3983","1"
"3984","0"
"3985","8"
"3986","2"
"3987","0"
"3988","1"
"3989","0"
"3990","0"
"3991","9"
"3992","11"
"3993","7"
"3994","0"
"3995","6"
"3996","1"
"3997","5"
"3998","3"
"3999","13"
"4000","7"
"4001","10"
"4002","2"
"4003","0"
"4004","1"
"4005","7"
"4006","10"
"4007","1"
"4008","1"
"4009","1"
"4010","1"
"4011","1"
"4012","1"
"4013","4"
"4014","0"
"4015","1"
"4016","1"
"4017","1"
"4018","0"
"4019","8"
"4020","8"
"4021","6"
"4022","0"
"4023","1"
"4024","11"
"4025","0"
"4026","7"
"4027","1"
"4028","8"
"4029","1"
"4030","11"
"4031","3"
"4032","2"
"4033","0"
"4034","3"
"4035","12"
"4036","0"
"4037","1"
"4038","15"
"4039","1"
"4040","1"
"4041","5"
"4042","1"
"4043","15"
"4044","1"
"4045","7"
"4046","1"
"4047","1"
"4048","15"
"4049","1"
"4050","9"
"4051","14"
"4052","6"
"4053","0"
"4054","1"
"4055","2"
"4056","0"
"4057","5"
"4058","0"
"4059","0"
"4060","11"
"4061","2"
"4062","1"
"4063","11"
"4064","4"
"4065","0"
"4066","9"
"4067","0"
"4068","1"
"4069","10"
"4070","13"
"4071","0"
"4072","0"
"4073","12"
"4074","10"
"4075","5"
"4076","6"
"4077","1"
"4078","0"
"4079","2"
"4080","0"
"4081","12"
"4082","9"
"4083","2"
"4084","1"
"4085","5"
"4086","9"
"4087","0"
"4088","6"
"4089","6"
"4090","1"
"4091","1"
"4092","1"
"4093","1"
"4094","0"
"4095","8"
"4096","12"
"4097","1"
"4098","8"
"4099","0"
"4100","12"
"4101","10"
"4102","0"
"4103","1"
"4104","6"
"4105","7"
"4106","1"
"4107","0"
"4108","0"
"4109","1"
"4110","0"
"4111","1"
"4112","0"
"4113","5"
"4114","1"
"4115","0"
"4116","1"
"4117","0"
"4118","7"
"4119","1"
"4120","1"
"4121","2"
"4122","1"
"4123","11"
"4124","6"
"4125","2"
"4126","1"
"4127","4"
"4128","0"
"4129","0"
"4130","0"
"4131","1"
"4132","9"
"4133","7"
"4134","5"
"4135","1"
"4136","5"
"4137","15"
"4138","2"
