40.86487,-20.59355
21.09777,-29.46445
4.907302,5.160035
-10.2497,-42.00851
-40.89238,-9.741179
19.62762,-12.62033
-32.98488,6.655352
-12.73189,-4.848854
-17.94255,1.050992
15.27172,-11.79695
-32.1203,-5.332582
1.810155,11.26937
-8.225379,26.03608
26.23714,7.408
46.45885,-3.274388
12.67348,29.4603
9.808271,-16.07217
-21.1004,-31.94417
11.55859,-4.477583
-0.4839808,-20.32688
-6.750636,-5.017467
0.566737,-2.982148
44.24007,-1.696931
-1.35072,39.33391
-25.93416,-7.510645
5.166622,-36.95815
21.31369,13.54024
-5.369497,-10.09695
-36.50247,-4.358736
0.1391486,-1.295872
-2.863638,13.67865
-26.0312,-23.71618
7.140555,35.75794
27.69318,9.610264
3.804788,4.45901
-28.44136,-1.513335
-6.769122,-18.27068
-28.04587,-27.68932
-33.7569,8.283342
23.10127,12.06011
10.74175,-5.948308
-3.084116,-19.61593
43.66561,-7.654111
39.9575,-21.62105
-11.07535,3.1954
5.770911,-50.34397
8.745172,-1.243868
-8.200363,7.193819
9.026975,-13.59757
1.465685,-4.62761
-12.04186,0.2052644
-10.68498,15.82101
19.39721,7.740796
0.04732783,-4.204981
6.17258,-15.42643
1.30495,-14.1805
-27.43947,-7.498573
15.59808,-0.7999485
19.83777,6.641222
-25.60603,-7.493666
19.8655,-29.64249
-5.660898,12.57738
33.19656,-4.73266
-1.477858,-0.3218978
20.58764,8.683595
19.51271,-7.514327
26.043,9.337682
1.63062,-14.21927
7.59979,25.86246
13.87722,-16.58515
-24.36533,-26.70023
8.052183,-7.738914
43.56981,-19.26154
-20.31503,-31.62657
13.9283,7.712791
-27.55457,-29.36136
7.431058,-13.94844
43.53523,-3.867528
-2.500735,-8.098271
-40.61024,-10.60562
-6.037749,14.57003
37.42089,-4.622559
15.61986,-13.36038
-11.15184,-11.98733
8.558622,17.98346
-6.387629,1.812844
-1.800457,40.87815
-31.22834,6.063909
25.49385,11.73628
-29.15895,-5.085462
-25.04565,-25.70749
-17.84464,-32.27725
-6.205678,14.4922
-11.72674,3.803842
1.807638,-15.95594
41.11203,-20.84071
-20.19628,-29.87267
-28.53255,5.152232
44.54798,-18.37934
-24.69735,-27.19457
-13.26863,-8.325614
7.3971,-47.43729
6.101954,-49.10987
-18.94634,-29.51121
10.6409,29.14549
19.5407,-5.955822
18.1012,7.368138
-3.668112,-20.23909
11.99147,2.117576
6.672643,17.94504
15.14059,-11.13485
18.56339,9.987763
-38.82477,-5.165879
-34.52267,2.583388
23.36044,12.72414
-25.63658,-7.195177
21.61998,-3.374321
-35.14161,-4.058365
-26.87157,-8.033088
-19.40144,-29.46053
-24.84758,-9.371741
18.90468,-25.95362
14.42235,5.175498
16.23688,-7.408415
12.30155,-3.38789
-1.770454,-4.34963
-3.374484,-21.09445
-0.03150577,-9.209916
-31.63261,-2.895084
15.06179,-2.529735
-28.30143,0.9373503
-27.25157,-7.554863
27.8683,-23.98924
7.346262,18.9269
12.04286,-20.17857
-6.39472,14.84601
-35.36385,-7.331032
12.71035,-12.33503
-3.846294,-3.084584
-32.55231,-3.289577
-6.140024,-21.35588
-14.76481,6.406768
-24.3315,-24.09216
-4.572827,-14.14733
-0.2764867,-4.444135
7.187477,-17.0923
13.50658,3.82355
-24.7334,-28.73098
16.53304,-16.42236
-17.0812,2.967655
40.53429,-20.66325
-6.92967,-12.63004
-1.60614,-13.32196
18.78495,11.72882
-19.21688,-30.49726
-32.29173,-5.545334
22.57595,-28.13528
-22.21166,-27.72255
-27.45282,-6.391716
-34.18439,6.44253
40.97044,-10.25912
28.03297,-3.483828
-25.87404,-30.02981
-25.03882,-31.09699
8.688588,18.08118
-8.221452,-21.64027
-13.35349,-9.922438
6.490283,-24.18027
1.062249,-1.44055
14.41067,-8.598747
-26.61909,-8.479481
-29.96299,-27.69429
-4.923278,-13.54089
-5.298474,-15.66643
-38.81341,-5.110449
-10.46999,3.153001
16.20078,-12.96425
7.205342,11.79966
-11.25698,2.275755
1.533195,-4.183094
20.96599,-25.90029
4.955952,-2.045514
-17.47628,12.00295
-8.887779,-18.3158
-3.514057,14.04068
13.58927,-13.25816
42.75143,-4.340717
-4.79047,3.743507
40.83374,-0.4767675
27.60983,9.230979
-6.014024,3.634974
36.60679,-17.01252
40.08207,-17.85387
-18.09429,4.081923
-37.66469,-9.019923
14.44648,-13.96688
-7.941546,-14.71626
13.72478,-13.19731
8.691975,17.90749
-30.7779,-23.80677
6.650233,-6.922946
-8.898678,-6.504553
-30.06306,-27.74891
-13.19158,-8.501147
-37.44863,-7.174396
-16.45433,-2.728738
-8.708188,6.476707
-8.978718,2.134178
-21.88954,-25.16346
18.56853,-2.006276
-9.206169,22.26102
4.48797,4.385722
4.163665,-12.71349
25.21368,13.05692
21.24698,-28.65155
-29.02661,-30.411
-21.10865,-31.22879
5.775265,-13.06917
-22.9248,-24.47682
41.82349,-15.35874
13.34735,-10.15381
-5.548564,-11.35146
-19.14752,10.13212
8.445763,-8.037365
-17.17067,16.79496
-20.98289,-27.4093
-33.35862,8.141476
19.98676,-24.10238
-14.82459,-0.4024537
-21.23189,-28.94009
14.56393,-8.414955
-26.69517,-7.800347
0.054621,-9.290269
40.40669,-20.65664
19.64389,12.34736
-16.63092,1.261304
19.58493,10.08243
43.93817,-1.044921
-22.03276,-28.14709
-6.473324,3.690599
-7.388802,-19.54624
-6.861495,-14.48158
-22.34932,-32.73876
-19.13842,-29.76035
-1.027691,36.79349
-18.14299,-2.606183
0.5216767,-10.27697
-23.58291,3.833023
-1.093649,5.084333
43.01017,-6.72517
21.79545,10.25318
-28.14357,-7.020042
-19.31788,-30.63902
24.82891,14.7236
4.537055,30.23446
7.80793,17.70839
-29.09147,5.853631
11.77671,-9.343822
-30.03176,8.129608
10.66819,-4.820167
11.93589,-6.314335
8.706612,-21.43524
-6.584303,-6.795357
-31.03177,-28.37238
-34.67978,-6.297174
13.56196,-11.76903
10.42978,-5.724855
25.66804,-24.78274
-27.68395,-29.74096
-22.03012,-32.36456
44.88648,-1.935408
-4.079264,-17.35171
-20.83029,-24.87651
10.96784,0.4604786
-8.900738,-39.99115
-11.96094,-1.991583
-19.54892,-30.06804
43.50996,-7.730427
-19.11699,-27.11578
6.328918,-44.52339
0.6382017,-8.739151
7.387093,32.50055
9.805873,-18.52451
24.208,-3.217175
16.90234,-15.53258
28.013,-26.6079
-1.704471,12.86192
-9.806979,-0.6682519
8.240225,-9.068298
-39.07424,-9.85532
22.70618,8.598895
13.20146,-6.086233
-8.446748,-43.53033
-1.583255,-7.752451
24.61222,11.53655
6.578447,-1.886768
-7.333689,-9.660593
5.247913,-13.33247
-12.97006,1.072899
-27.92894,-7.628506
7.518886,17.51783
-2.810968,-11.05188
-33.12679,5.136561
27.39468,8.058003
8.344043,-21.56098
20.21715,-23.39552
7.736787,-11.89295
-3.700117,13.40949
-1.94694,-18.79302
-2.350374,-20.3437
6.638483,-12.86785
11.34113,-1.246499
35.35614,-14.16639
-32.9325,-7.64619
-21.68872,-32.51978
-22.62152,-30.87768
43.86674,-18.91873
12.03236,-17.34624
46.04603,-2.311041
22.68993,-3.679387
1.751186,-0.1358525
5.551524,-37.01792
39.06592,-11.18467
-31.47475,7.655963
41.36541,-1.11472
-22.01875,-31.26266
-6.531671,13.61311
13.4577,-9.547614
23.38501,14.85516
7.888411,-42.31441
-31.15677,-24.25611
42.9369,4.641957
23.45551,10.20491
27.77521,-6.470645
-19.13346,-31.14573
-22.86175,-28.9489
-16.77267,-27.44629
19.77266,6.143676
37.04303,-5.864141
23.25607,-29.29769
3.203711,0.4598291
6.539027,-0.9487567
40.39997,-5.531871
26.88963,-3.519791
37.50064,-5.708093
6.364152,28.66103
6.358052,-15.36527
6.257247,-15.31758
39.1372,-17.76172
17.62416,10.54181
-17.86266,-4.897619
17.61393,6.501135
-32.61136,-0.2318436
4.805495,-43.63045
4.907743,39.04924
34.40649,-6.507875
0.7048974,-4.103272
40.35605,-15.64101
17.65227,-12.98192
20.65601,11.07963
-3.878637,12.63691
9.684594,-12.65644
-28.02902,-24.81333
20.94297,-21.5903
7.703131,-6.7873
-21.53191,-21.83773
10.3937,-5.968576
-19.2561,-29.65638
-3.992961,-19.47647
10.85274,-5.400536
-23.71465,2.119306
19.85936,-6.082948
-10.43155,1.499075
12.61291,-15.96092
-29.62366,-30.66348
7.694482,-13.8872
19.22442,13.01464
6.185605,-40.6381
-26.00931,-7.446925
20.9666,-5.106458
2.728769,-23.09811
-30.36639,7.39725
-12.14847,-10.80947
41.14949,-0.5462004
10.82849,-5.673966
0.9677978,-10.74571
0.9716922,-4.496455
-1.684711,-11.37456
26.31566,-3.473806
-19.23943,11.12262
3.027866,-14.52637
3.97385,-4.223899
22.563,-3.537419
-29.27893,5.57591
-19.57633,21.8673
-26.29362,-9.146745
7.894521,-14.22122
23.64395,11.72628
12.58614,3.443818
27.60169,12.08022
-30.5002,-26.894
8.337065,17.84573
10.499,-9.721784
-34.33134,-5.353218
18.10914,9.99463
-39.36356,-9.653654
40.53283,-20.52587
22.48001,-30.31443
-19.63004,-31.48291
-19.66594,-25.95096
-20.54936,-29.87626
2.364913,-5.034884
-22.07733,-32.76358
-0.4021447,-12.01752
-38.37401,-9.2835
-4.867001,-10.84765
-24.27574,-23.84547
19.66262,6.429787
8.361802,18.58601
27.07844,11.86985
-4.871865,1.323172
1.727528,-5.622723
-5.341323,2.298846
-33.48337,0.2531431
-12.3749,-14.45976
42.93528,4.635269
13.49405,38.13868
-10.3387,2.554271
13.38159,3.678911
9.227734,0.4057693
8.821658,-8.420455
-4.891749,13.73187
-32.2674,2.509775
10.2227,-16.59273
-6.04748,-0.4183233
37.41853,-18.11151
4.475368,-2.894238
-13.13958,3.94129
23.14227,-21.50229
-6.028073,-14.87555
-1.91362,13.36484
-37.14446,-6.428565
1.107909,-6.206264
5.711374,-39.19905
-9.462378,-17.67709
-12.91851,33.51371
1.634856,-5.527832
26.26827,-26.88524
-11.75903,0.9173801
11.42179,-8.980107
-12.58137,2.622068
-8.416891,3.584087
-0.2067995,0.7609784
13.0365,0.7656752
-25.28803,-24.34318
41.46044,-5.235295
21.56392,-27.6121
25.58828,10.69751
-17.8864,24.32459
-20.85664,-29.46144
35.46537,-17.43171
-32.76262,6.766098
38.65147,-11.74487
-20.3899,-27.54939
-10.12074,1.187794
13.66865,-17.67185
18.77373,-11.50934
41.3681,-12.46053
-21.6476,-25.85845
-6.466113,-0.3864398
9.939933,-4.446332
-7.445287,-14.56723
19.2455,-11.57574
-39.60721,-8.816313
-2.330125,-15.6894
-7.805338,6.421534
15.90093,-12
-18.35846,16.41005
-17.78454,-31.94015
-4.635743,13.79371
-27.97658,6.327365
43.87758,-19.0583
8.676817,-5.918606
2.68326,-16.43394
19.76438,11.27137
